SSP,MODEL,VARIABLE,UNIT,REGION,Region,Year,GDPP,Growth_rate
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2090,20542.18365,0.06040752
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2095,21726.1379,0.057635267
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2100,22922.30171,0.05505644
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2010,35366.04613,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2015,38629.34183,0.092271997
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2020,41404.60042,0.071843279
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2025,43855.63202,0.059197084
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2030,46142.44551,0.052144123
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2035,48424.70918,0.049461264
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2040,50947.9081,0.052105608
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2045,53508.21682,0.050253461
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2050,55828.39169,0.043361095
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2055,58151.41467,0.041610065
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2060,60599.77288,0.042103158
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2065,63287.13604,0.044346093
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2070,65910.77623,0.041456137
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2075,68450.15498,0.03852752
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2080,70979.81871,0.036956289
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2085,73486.57368,0.035316446
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2090,76060.08555,0.035020164
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2095,78782.05154,0.035787049
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2100,81563.9873,0.035311796
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2010,12367.46152,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2015,15416.78551,0.246560216
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2020,18904.58477,0.226233884
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2025,21981.45124,0.162757686
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2030,24609.86839,0.119574323
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2035,26846.4267,0.090880547
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2040,28736.91954,0.070418788
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2045,30168.15749,0.049804849
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2050,31234.06919,0.035332343
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2055,32389.21832,0.036983626
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2060,33999.18165,0.049706767
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2065,35936.29568,0.056975313
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2070,37839.96696,0.052973498
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2075,39489.02362,0.043579759
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2080,40903.56892,0.035821227
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2085,42266.11495,0.033311177
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2090,43714.91064,0.034277948
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2095,45271.92457,0.035617456
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2100,46853.61305,0.034937514
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2010,33389.07733,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2015,35066.23036,0.05023059
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2020,37140.43407,0.059151032
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2025,39513.10465,0.06388376
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2030,42176.83142,0.067413756
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2035,44983.39792,0.066542848
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2040,47765.29316,0.06184271
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2045,50331.21507,0.05371938
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2050,52700.69879,0.047077817
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2055,55081.73617,0.045180376
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2060,57598.93399,0.045699319
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2065,60175.54998,0.044733744
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2070,62532.53232,0.039168439
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2075,64685.37514,0.034427565
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2080,66831.20981,0.033173413
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2085,69024.62603,0.032820238
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2090,71390.32019,0.034273191
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2095,73952.89825,0.035895315
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2100,76586.70737,0.035614684
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2010,16592.60033,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2015,20766.93159,0.251577883
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2020,24523.38051,0.180886083
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2025,28032.07341,0.143075417
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2030,31798.54524,0.134362941
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2035,35755.9215,0.124451488
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2040,39697.28949,0.110229797
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2045,43375.32002,0.092651931
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2050,46547.5964,0.073135515
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2055,49238.18487,0.057802952
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2060,52469.31161,0.065622377
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2065,56147.34267,0.07009871
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2070,59684.70232,0.063001372
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2075,62638.93999,0.049497402
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2080,65319.90861,0.042800351
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2085,67835.92537,0.038518375
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2090,70520.00619,0.039567247
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2095,73613.15285,0.043861974
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2100,76875.79912,0.044321513
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2010,31702.96766,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2015,34640.1218,0.092646032
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2020,37031.95019,0.069047921
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2025,39177.31459,0.057932796
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2030,41376.03656,0.056122325
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2035,43731.90217,0.056937923
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2040,46287.8793,0.058446512
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2045,48662.09756,0.05129244
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2050,50900.11615,0.045991001
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2055,53081.54518,0.042857054
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2060,55295.39576,0.041706597
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2065,57758.06131,0.044536539
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2070,60232.98715,0.042849877
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2075,62587.44867,0.039089237
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2080,64962.14812,0.037942103
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2085,67338.01101,0.036573035
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2090,69839.47582,0.037147887
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2095,72547.34162,0.038772711
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2100,75350.00779,0.038632238
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2010,30607.94831,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2015,31637.93209,0.03365086
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2020,33488.16193,0.058481377
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2025,35518.04434,0.060614925
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2030,37655.76129,0.060186786
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2035,39766.5564,0.056055037
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2040,41857.665,0.052584603
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2045,43872.45947,0.048134421
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2050,45699.18873,0.041637266
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2055,47499.60231,0.039397058
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2060,49480.41332,0.041701634
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2065,51527.61837,0.041374049
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2070,53463.45557,0.037568924
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2075,55311.31418,0.034563022
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2080,57257.71509,0.035189923
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2085,59365.15224,0.036806169
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2090,61730.14524,0.039838069
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2095,64366.9445,0.042714937
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2100,67176.15813,0.043643731
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2010,33137.8782,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2015,36346.13789,0.096815483
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2020,38763.89755,0.066520401
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2025,40715.73082,0.050351832
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2030,42338.35313,0.039852467
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2035,44114.9473,0.041961816
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2040,46476.88096,0.053540439
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2045,48845.416,0.050961575
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2050,51060.98154,0.04535872
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2055,53268.68637,0.043236631
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2060,55808.79895,0.047684911
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2065,58408.26189,0.046578013
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2070,61050.89646,0.045244191
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2075,63646.16488,0.042509915
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2080,66315.13942,0.04193457
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2085,68986.88776,0.040288663
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2090,71770.48839,0.040349706
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2095,74742.52868,0.04141034
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2100,77807.04947,0.041001032
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2010,12873.10285,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2015,16220.10976,0.260000013
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2020,19435.04413,0.198206697
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2025,22101.80597,0.137214087
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2030,24509.67187,0.108944305
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2035,26410.05399,0.077536008
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2040,27994.90631,0.060009431
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2045,29348.16039,0.048339297
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2050,30381.71669,0.035217073
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2055,31241.20898,0.028289787
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2060,32453.40536,0.038801199
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2065,33989.58997,0.047335082
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2070,35524.7863,0.045166662
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2075,36947.36276,0.040044617
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2080,38378.78649,0.038742244
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2085,39632.84044,0.032675706
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2090,40837.62731,0.030398701
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2095,42132.15125,0.031699294
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2100,43545.65249,0.03354923
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2010,46743.76705,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2015,49956.40949,0.068728788
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2020,53284.45582,0.066619006
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2025,55146.49043,0.034945174
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2030,57195.10628,0.037148617
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2035,59109.77091,0.033476022
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2040,60090.98104,0.016599796
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2045,60154.64165,0.001059404
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2050,60494.7104,0.005653242
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2055,61531.67624,0.01714143
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2060,63084.53184,0.025236686
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2065,65201.40468,0.033556131
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2070,67663.68358,0.0377642
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2075,70143.87411,0.036654678
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2080,72798.62979,0.037847292
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2085,75521.37778,0.037401088
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2090,78364.77711,0.037650258
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2095,81406.37293,0.038813303
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2100,84534.09786,0.038421131
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2010,17255.37181,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2015,19985.51299,0.158219783
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2020,23293.07674,0.165498066
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2025,26288.26816,0.128587196
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2030,29067.95085,0.105738525
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2035,31768.42064,0.092901966
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2040,34274.8893,0.07889812
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2045,36357.09764,0.060750257
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2050,38070.84555,0.047136543
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2055,39746.55192,0.044015476
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2060,41710.02035,0.049399717
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2065,44122.34883,0.057835706
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2070,46761.51031,0.059814619
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2075,49245.60822,0.053122705
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2080,51523.61011,0.04625797
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2085,53615.13163,0.040593458
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2090,55678.97229,0.038493623
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2095,57915.66328,0.040171197
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2100,60359.34243,0.042193752
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2010,21601.27813,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2015,21268.99373,-0.015382627
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2020,23082.99076,0.085288333
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2025,24852.5965,0.076662759
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2030,26519.71675,0.067080325
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2035,27962.06832,0.054387895
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2040,29272.58216,0.046867557
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2045,30613.9737,0.045824162
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2050,32189.496,0.051464155
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2055,34095.85251,0.059222938
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2060,36271.29713,0.06380379
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2065,38590.20996,0.063932448
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2070,40874.28351,0.059187902
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2075,43148.85158,0.055647901
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2080,45493.56376,0.054340083
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2085,47876.15517,0.052372055
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2090,50365.10843,0.051987325
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2095,52943.42121,0.05119244
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2100,55477.81442,0.047869842
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2010,22332.88438,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2015,23544.23724,0.054240771
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2020,25810.41094,0.096251735
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2025,27902.56542,0.08105855
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2030,29902.68171,0.071682165
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2035,31799.83363,0.063444207
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2040,33646.48127,0.058070984
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2045,35348.73388,0.050592292
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2050,36960.75098,0.045603249
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2055,38592.87207,0.044158223
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2060,40387.56025,0.0465031
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2065,42381.53965,0.049371128
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2070,44402.29437,0.047680069
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2075,46301.86081,0.042780817
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2080,48121.02515,0.039289227
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2085,49871.28188,0.036371975
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2090,51660.83876,0.035883515
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2095,53561.45885,0.036790345
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2100,55538.43027,0.036910336
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2010,10896.39567,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2015,12090.6044,0.109596674
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2020,14354.88898,0.187276376
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2025,16519.93597,0.15082297
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2030,18361.21762,0.111458159
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2035,19668.64303,0.071205812
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2040,20756.3768,0.055302939
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2045,21630.74502,0.042125282
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2050,22473.82182,0.038975855
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2055,23292.41244,0.036424184
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2060,24409.07101,0.047940872
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2065,25641.36496,0.050485082
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2070,26932.71152,0.050361849
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2075,28196.43894,0.046921656
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2080,29396.85423,0.042573294
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2085,30528.05092,0.038480195
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2090,31676.41323,0.037616627
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2095,32891.38962,0.03835587
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2100,34184.50102,0.039314587
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2010,14095.85814,0
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2015,17171.49929,0.218194672
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2020,20555.38266,0.197063944
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2025,23958.28788,0.165548133
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2030,27320.59905,0.140340211
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2035,30426.68028,0.113690085
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2040,32973.25923,0.08369559
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2045,34486.44976,0.045891446
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2050,35143.05573,0.019039535
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2055,35703.89764,0.015958826
SSP3,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2060,36827.26744,0.031463506
