Feature,Importance,Region,Model
Value_Area,0.639195354115142,Romania,Gradient Boosting
Year,0.27648953382792274,Romania,Gradient Boosting
NPP,0.04595715055152615,Romania,Gradient Boosting
Price,0.01880539462266778,Romania,Gradient Boosting
Quantity,0.006826951496721702,Romania,Gradient Boosting
POP_Level,0.005938742112054659,Romania,Gradient Boosting
GDP_Level,0.0027308621311290964,Romania,Gradient Boosting
GDPP,0.0026697375503580085,Romania,Gradient Boosting
Growth_rate,0.001386273592478011,Romania,Gradient Boosting
Value_Area,1.3165859973707974,Romania,Permutation
Price,0.13653109109710643,Romania,Permutation
Quantity,0.07510011279207754,Romania,Permutation
NPP,0.06330947350158364,Romania,Permutation
Year,0.044421059266274446,Romania,Permutation
POP_Level,0.01793932848390104,Romania,Permutation
GDPP,0.005914740702167342,Romania,Permutation
GDP_Level,0.0028554607270365627,Romania,Permutation
Growth_rate,0.0019685034112977506,Romania,Permutation
Value_Area,0.6715324577667349,Slovakia,Random Forest
NPP,0.16967767941975512,Slovakia,Random Forest
Year,0.07533030059339133,Slovakia,Random Forest
Price,0.04043161557659102,Slovakia,Random Forest
Quantity,0.03771808102256866,Slovakia,Random Forest
POP_Level,0.001555092482377716,Slovakia,Random Forest
GDPP,0.0013350540445942881,Slovakia,Random Forest
Growth_rate,0.001307082183696787,Slovakia,Random Forest
GDP_Level,0.0011126369102900805,Slovakia,Random Forest
Value_Area,0.6743164903997547,Slovakia,Gradient Boosting
NPP,0.1362188782658422,Slovakia,Gradient Boosting
Year,0.07407039993180795,Slovakia,Gradient Boosting
Quantity,0.054847082899779055,Slovakia,Gradient Boosting
Price,0.04844433593808341,Slovakia,Gradient Boosting
POP_Level,0.009265639650650507,Slovakia,Gradient Boosting
GDPP,0.0011117847561624428,Slovakia,Gradient Boosting
GDP_Level,0.001092371911213368,Slovakia,Gradient Boosting
Growth_rate,0.0006330162467062197,Slovakia,Gradient Boosting
Value_Area,1.142293102939894,Slovakia,Permutation
Year,0.1868410060160465,Slovakia,Permutation
NPP,0.17488672168143374,Slovakia,Permutation
Price,0.16087402740788442,Slovakia,Permutation
Quantity,0.13807636769317325,Slovakia,Permutation
Growth_rate,0.0010990098827137196,Slovakia,Permutation
GDPP,0.0008543806304025847,Slovakia,Permutation
POP_Level,0.0008235309000362955,Slovakia,Permutation
GDP_Level,0.0006651960083538077,Slovakia,Permutation
Value_Area,0.6731095431904814,South Africa,Random Forest
NPP,0.19284497914210472,South Africa,Random Forest
Price,0.06569799138730177,South Africa,Random Forest
Quantity,0.049271132303581634,South Africa,Random Forest
Year,0.009390175276905876,South Africa,Random Forest
POP_Level,0.0030682924626799653,South Africa,Random Forest
Growth_rate,0.002765643256529726,South Africa,Random Forest
GDPP,0.0021778728622424506,South Africa,Random Forest
GDP_Level,0.001674370118172317,South Africa,Random Forest
Value_Area,0.6696612559480084,South Africa,Gradient Boosting
NPP,0.18103533758528087,South Africa,Gradient Boosting
Price,0.07548088629959798,South Africa,Gradient Boosting
Quantity,0.06294575329182121,South Africa,Gradient Boosting
Year,0.004403675942171724,South Africa,Gradient Boosting
Growth_rate,0.004060720920432847,South Africa,Gradient Boosting
POP_Level,0.0014082909277906182,South Africa,Gradient Boosting
GDP_Level,0.0005289983124201626,South Africa,Gradient Boosting
GDPP,0.0004750807724761633,South Africa,Gradient Boosting
Value_Area,1.2991008503535173,South Africa,Permutation
Price,0.332619828566856,South Africa,Permutation
NPP,0.14677246057706497,South Africa,Permutation
Quantity,0.14654733110922025,South Africa,Permutation
Year,0.011878714334992834,South Africa,Permutation
Growth_rate,0.0021097263727644423,South Africa,Permutation
POP_Level,0.0021060184845479225,South Africa,Permutation
GDPP,0.0016054706520619243,South Africa,Permutation
GDP_Level,0.0009856775445464595,South Africa,Permutation
Value_Area,0.6375931552336838,Spain,Random Forest
NPP,0.17458977501714995,Spain,Random Forest
Year,0.08013595765440823,Spain,Random Forest
Quantity,0.05143939287893379,Spain,Random Forest
Price,0.048128129740801724,Spain,Random Forest
GDPP,0.004943756784010775,Spain,Random Forest
Growth_rate,0.001411389723342845,Spain,Random Forest
POP_Level,0.0009701257105303773,Spain,Random Forest
GDP_Level,0.0007883172571385992,Spain,Random Forest
Value_Area,0.6355728491560475,Spain,Gradient Boosting
NPP,0.14009667609588947,Spain,Gradient Boosting
Year,0.09575773067945792,Spain,Gradient Boosting
Quantity,0.07496863139743422,Spain,Gradient Boosting
Price,0.04841112189240178,Spain,Gradient Boosting
GDPP,0.002434065291876608,Spain,Gradient Boosting
POP_Level,0.0018916023640413839,Spain,Gradient Boosting
Growth_rate,0.000583633594431017,Spain,Gradient Boosting
GDP_Level,0.00028368952842020657,Spain,Gradient Boosting
Value_Area,1.0337096202870923,Spain,Permutation
Quantity,0.20036928373918128,Spain,Permutation
NPP,0.1939461095737816,Spain,Permutation
Price,0.17610914915797066,Spain,Permutation
Year,0.15464025015833482,Spain,Permutation
GDPP,0.0038593892025138967,Spain,Permutation
Growth_rate,0.0009170191866746058,Spain,Permutation
POP_Level,0.0006281207280948164,Spain,Permutation
GDP_Level,0.00035544669454893316,Spain,Permutation
Value_Area,0.6820394503738813,Thailand,Random Forest
NPP,0.1526276663529351,Thailand,Random Forest
Year,0.11051164691577116,Thailand,Random Forest
Quantity,0.031039202870540922,Thailand,Random Forest
Price,0.014443302814969182,Thailand,Random Forest
GDP_Level,0.004104824369472141,Thailand,Random Forest
GDPP,0.003526630572144922,Thailand,Random Forest
POP_Level,0.0008578435119740347,Thailand,Random Forest
Growth_rate,0.0008494322183112816,Thailand,Random Forest
Value_Area,0.5056106036082716,Thailand,Gradient Boosting
Year,0.30370477347630825,Thailand,Gradient Boosting
NPP,0.1363099769525506,Thailand,Gradient Boosting
Quantity,0.029564956673642232,Thailand,Gradient Boosting
Price,0.016551129474807712,Thailand,Gradient Boosting
GDP_Level,0.0036960627683023284,Thailand,Gradient Boosting
GDPP,0.0031060369220687373,Thailand,Gradient Boosting
POP_Level,0.0007286282671588695,Thailand,Gradient Boosting
Growth_rate,0.0007278318568896433,Thailand,Gradient Boosting
Value_Area,1.1020952214628286,Thailand,Permutation
NPP,0.1906405119491276,Thailand,Permutation
Year,0.16118618396277826,Thailand,Permutation
Quantity,0.10115315216111612,Thailand,Permutation
Price,0.03198757367918974,Thailand,Permutation
GDP_Level,0.004140548615669026,Thailand,Permutation
GDPP,0.0025373844983341055,Thailand,Permutation
POP_Level,0.0005780947691811034,Thailand,Permutation
Growth_rate,0.0005556914471182561,Thailand,Permutation
Year,0.5592255702453336,Turkey,Random Forest
Value_Area,0.21374785715777725,Turkey,Random Forest
Quantity,0.11636107120422315,Turkey,Random Forest
NPP,0.06884049514663013,Turkey,Random Forest
Price,0.03629220292821301,Turkey,Random Forest
POP_Level,0.0015360512167338332,Turkey,Random Forest
Growth_rate,0.0015048579988293609,Turkey,Random Forest
GDPP,0.001370685846304667,Turkey,Random Forest
GDP_Level,0.0011212082559551712,Turkey,Random Forest
Year,0.46942096027618596,Turkey,Gradient Boosting
Value_Area,0.30437492105601344,Turkey,Gradient Boosting
Quantity,0.10906120420803844,Turkey,Gradient Boosting
NPP,0.07072880511647754,Turkey,Gradient Boosting
Price,0.03726504349578141,Turkey,Gradient Boosting
Growth_rate,0.005058026649271771,Turkey,Gradient Boosting
GDP_Level,0.0018851909849764894,Turkey,Gradient Boosting
POP_Level,0.0013493017106647872,Turkey,Gradient Boosting
GDPP,0.0008565465025901956,Turkey,Gradient Boosting
Year,0.5165548183067886,Turkey,Permutation
Value_Area,0.5036167871984524,Turkey,Permutation
Quantity,0.44070254032097067,Turkey,Permutation
Price,0.11470599169771915,Turkey,Permutation
NPP,0.06006220720834591,Turkey,Permutation
POP_Level,0.0013686534954937546,Turkey,Permutation
Growth_rate,0.0009441637786637869,Turkey,Permutation
GDP_Level,0.0005841154887560207,Turkey,Permutation
GDPP,0.00042833723574546844,Turkey,Permutation
Value_Area,0.7348105560651891,Ukraine,Random Forest
Quantity,0.09635388032737846,Ukraine,Random Forest
Year,0.06606921261468697,Ukraine,Random Forest
NPP,0.06563749531184722,Ukraine,Random Forest
Price,0.03222217771421642,Ukraine,Random Forest
POP_Level,0.0013886677614734836,Ukraine,Random Forest
Growth_rate,0.0013696105064747572,Ukraine,Random Forest
GDPP,0.0011815382053159483,Ukraine,Random Forest
GDP_Level,0.0009668614934175658,Ukraine,Random Forest
Value_Area,0.755515852294532,Ukraine,Gradient Boosting
Quantity,0.1008333763369876,Ukraine,Gradient Boosting
Year,0.05645748449430368,Ukraine,Gradient Boosting
NPP,0.05599801693991872,Ukraine,Gradient Boosting
Price,0.02469750344674279,Ukraine,Gradient Boosting
GDP_Level,0.003383322898913739,Ukraine,Gradient Boosting
POP_Level,0.0016576186743381236,Ukraine,Gradient Boosting
Growth_rate,0.0008225526559914231,Ukraine,Gradient Boosting
GDPP,0.0006342722582717411,Ukraine,Gradient Boosting
Value_Area,1.1897191174598611,Ukraine,Permutation
Quantity,0.5028030053898845,Ukraine,Permutation
Price,0.1101603482190892,Ukraine,Permutation
Year,0.10784726839678363,Ukraine,Permutation
NPP,0.062279980474312144,Ukraine,Permutation
POP_Level,0.001051227480951733,Ukraine,Permutation
Growth_rate,0.0009709324886599368,Ukraine,Permutation
GDPP,0.0009268835043781176,Ukraine,Permutation
GDP_Level,0.0006056964444955293,Ukraine,Permutation
Year,0.6217910290396954,United Kingdom,Random Forest
NPP,0.24357394608931726,United Kingdom,Random Forest
Value_Area,0.07444440135448437,United Kingdom,Random Forest
Quantity,0.03747821063671409,United Kingdom,Random Forest
Price,0.02018845000718038,United Kingdom,Random Forest
GDPP,0.0008352223452877143,United Kingdom,Random Forest
GDP_Level,0.0006204694505697452,United Kingdom,Random Forest
Growth_rate,0.0006116264478906778,United Kingdom,Random Forest
POP_Level,0.0004566446288604093,United Kingdom,Random Forest
Year,0.6423012526442704,United Kingdom,Gradient Boosting
NPP,0.2210393252213518,United Kingdom,Gradient Boosting
Quantity,0.06239675986091398,United Kingdom,Gradient Boosting
Value_Area,0.04965919215317595,United Kingdom,Gradient Boosting
Price,0.022563672129517556,United Kingdom,Gradient Boosting
POP_Level,0.0011066933299349797,United Kingdom,Gradient Boosting
GDPP,0.0004395601599601127,United Kingdom,Gradient Boosting
GDP_Level,0.0003176040189834601,United Kingdom,Gradient Boosting
Growth_rate,0.00017594048189165332,United Kingdom,Gradient Boosting
Year,0.806425417521519,United Kingdom,Permutation
NPP,0.3943059275027466,United Kingdom,Permutation
Quantity,0.12350628516914268,United Kingdom,Permutation
Value_Area,0.09094224999242306,United Kingdom,Permutation
Price,0.04397649301376734,United Kingdom,Permutation
GDPP,0.0005632192829160276,United Kingdom,Permutation
Growth_rate,0.00038938577851390657,United Kingdom,Permutation
GDP_Level,0.00027020930710323075,United Kingdom,Permutation
POP_Level,0.0002179300120622396,United Kingdom,Permutation
Year,0.6697089341679076,Uruguay,Random Forest
NPP,0.17290603072147304,Uruguay,Random Forest
Value_Area,0.08177172511513855,Uruguay,Random Forest
Price,0.04259287845465099,Uruguay,Random Forest
Quantity,0.02636878831596932,Uruguay,Random Forest
Growth_rate,0.002319448619945373,Uruguay,Random Forest
POP_Level,0.0018006368349738997,Uruguay,Random Forest
GDPP,0.0016410820140333598,Uruguay,Random Forest
GDP_Level,0.0008904757559078555,Uruguay,Random Forest
Year,0.695215984842966,Uruguay,Gradient Boosting
NPP,0.12312443789296043,Uruguay,Gradient Boosting
Value_Area,0.0851169876778323,Uruguay,Gradient Boosting
Quantity,0.04544658503401451,Uruguay,Gradient Boosting
Price,0.04192482692275569,Uruguay,Gradient Boosting
POP_Level,0.0031644760082253196,Uruguay,Gradient Boosting
Growth_rate,0.0027590603355251335,Uruguay,Gradient Boosting
GDP_Level,0.0023256316280445273,Uruguay,Gradient Boosting
GDPP,0.0009220096576760945,Uruguay,Gradient Boosting
Year,0.8396255399963464,Uruguay,Permutation
Value_Area,0.3287268535629929,Uruguay,Permutation
NPP,0.21960593105327209,Uruguay,Permutation
Price,0.09132393219760787,Uruguay,Permutation
Quantity,0.04177216339115575,Uruguay,Permutation
Growth_rate,0.002056892992021375,Uruguay,Permutation
POP_Level,0.00158276451476842,Uruguay,Permutation
GDPP,0.0010816000602138053,Uruguay,Permutation
GDP_Level,0.0005350179448064041,Uruguay,Permutation
Value_Area,0.5819205590162462,Viet Nam,Random Forest
NPP,0.3199582892669328,Viet Nam,Random Forest
Price,0.04617690940356662,Viet Nam,Random Forest
Quantity,0.04032042980276803,Viet Nam,Random Forest
Year,0.004564004666225341,Viet Nam,Random Forest
Growth_rate,0.00263241436308735,Viet Nam,Random Forest
POP_Level,0.0022865003823242585,Viet Nam,Random Forest
GDPP,0.0012756505435608302,Viet Nam,Random Forest
GDP_Level,0.0008652425552885569,Viet Nam,Random Forest
Value_Area,0.6035760809166022,Viet Nam,Gradient Boosting
NPP,0.3349672708702253,Viet Nam,Gradient Boosting
Quantity,0.02861971415703023,Viet Nam,Gradient Boosting
Price,0.028286635146815432,Viet Nam,Gradient Boosting
GDPP,0.001681652214865381,Viet Nam,Gradient Boosting
POP_Level,0.001187141058910129,Viet Nam,Gradient Boosting
Year,0.0009264048257203621,Viet Nam,Gradient Boosting
Growth_rate,0.0007551008098309645,Viet Nam,Gradient Boosting
GDP_Level,0.0,Viet Nam,Gradient Boosting
Value_Area,0.9323011710409658,Viet Nam,Permutation
NPP,0.34333026063064764,Viet Nam,Permutation
Price,0.17253191486782044,Viet Nam,Permutation
Quantity,0.13851029441658688,Viet Nam,Permutation
Year,0.005244079595423346,Viet Nam,Permutation
Growth_rate,0.002058349795366765,Viet Nam,Permutation
POP_Level,0.0013561899546396638,Viet Nam,Permutation
GDPP,0.0006803888752134224,Viet Nam,Permutation
GDP_Level,0.00034824019804681195,Viet Nam,Permutation
Value_Area,0.7922917198661644,Combined,Random Forest
POP_Level,0.10419465918677852,Combined,Random Forest
GDP_Level,0.07116687610435835,Combined,Random Forest
Quantity,0.022698115317100264,Combined,Random Forest
Year,0.006318533318630341,Combined,Random Forest
NPP,0.0019503442404338281,Combined,Random Forest
Price,0.0008513101608744613,Combined,Random Forest
GDPP,0.0004083953129239382,Combined,Random Forest
Growth_rate,0.00012004649273574492,Combined,Random Forest
Value_Area,0.780771565957984,Combined,Gradient Boosting
GDP_Level,0.10160701884199984,Combined,Gradient Boosting
POP_Level,0.0818806634610625,Combined,Gradient Boosting
Quantity,0.03145816988135879,Combined,Gradient Boosting
Year,0.001721943320178897,Combined,Gradient Boosting
Growth_rate,0.0009629685556763307,Combined,Gradient Boosting
NPP,0.000812459431729916,Combined,Gradient Boosting
Price,0.0005715045349472717,Combined,Gradient Boosting
GDPP,0.000213706015062411,Combined,Gradient Boosting
Value_Area,1.3267703011667749,Combined,Permutation
POP_Level,0.1623919071042271,Combined,Permutation
GDP_Level,0.07499143496362284,Combined,Permutation
Quantity,0.053282461891748935,Combined,Permutation
Year,0.012902043886428193,Combined,Permutation
Price,0.004160528441179412,Combined,Permutation
NPP,0.0032363345520516453,Combined,Permutation
GDPP,0.001076650582764549,Combined,Permutation
Growth_rate,0.0001484496939076707,Combined,Permutation
